skill_id,skill_name
6450234b-7434-42ef-9790-8c3e40094589,guest complaint handling
f9705678-83dc-4c4f-a7d6-f2d8af4dad71,interpersonal skills
230bc85f-fb4e-4b64-a6ae-0063c79356a0,guest service skills
0eedca3d-c55b-4513-aedf-c227def3a59d,listening skills
82aca638-2762-432d-9ee8-c023fc7a00cd,oral communication skills
c4c475ab-d208-4f41-a8bd-1222e8e5d7ea,conflict management skills
daf58081-5fbc-43da-9936-6d2922f75a57,dispute resolution skills
f663c749-41f1-4a02-b058-776f342e7af3,reading and writing proficiency
600c5755-9af5-4d48-a706-a711c5c03a3b,arithmetic skills
6c8cbb23-0fe3-43f7-b20c-d18024a8847a,menu and wine list knowledge
3accac51-5dd7-4770-9f85-bb6f4ba95b74,wine knowledge
bfc7870d-4298-463c-9dc0-38be5c2260f8,money handling proficiency
b86a46df-318a-4ca3-b4b6-59b47450e594,staff direction
7c8dc7c4-6e37-4af1-80d9-130af7131db2,guest issue resolution
7ce1db3d-bf9a-438e-a278-78d2f51843ab,microsoft office applications
42081a3d-2622-4499-8f7b-9a7ebbc29bb3,data protection and security
2cfff055-6858-48ff-b649-7a8739cc58d2,pci dss compliance
9a3a54dc-c79f-4060-bd1e-51dbc6f16c22,privacy and confidentiality
423112d4-2716-41b6-9d2e-b81df5f7055f,reporting and storage of sensitive information
dc875ed0-e381-4c4d-bb69-06b4f19abc5a,snowbird operations knowledge
63093652-dd8d-4117-9825-e608cd787880,variable work schedule
59663d38-8d59-4450-94ca-cfa6f88d830d,overnight stays
e17192ef-ea81-4547-8211-4b892d9a4a72,stress management
7e63da47-dd2b-4032-ab2c-981e6100260a,physical strength
d73ff366-1bee-4a4d-87dc-b688fb4a3f8b,tray carrying ability
f490b0c1-7686-413c-9340-0bb39022736a,standing ability
1d0dadd9-78e0-4c6a-bf90-48f5f7d2ed1d,bending and kneeling ability
42721281-a1f1-43c9-9f8a-8734f9866e78,repetitive motions ability
cc1eada1-7dab-48da-ad3d-fb35b02260ed,professional appearance
acb259de-7bd6-497c-985d-433fef19798e,drug and alcohol policy compliance
78883d06-b8b8-444d-bbb2-06c78c3e7953,employee conduct policy compliance
913b822b-fc07-4423-ae76-7d6e1768b771,real estate
96624964-8597-409d-a330-60f3d8d5e0bb,customer service
c9e0addb-523a-427b-9fb9-9f86561bea1c,sales
d08ccf94-5e88-4a97-ad4b-8ecc513b0f4b,communication
33717008-019f-4fa4-b073-aca4cbc8ceec,home listings
e7c74399-3789-40be-afe7-7b9b01bd0171,local real estate market
5c70183a-5b94-485c-b941-6a54f3378b7b,representation contracts
d39e7a73-7f9e-49d6-80c2-cd9c21e05319,purchase agreements
214b54a4-799f-4532-8e6b-808bc299123e,closing statements
651ed729-2b8f-43ca-8d21-3124781ffd92,deeds
27cefd19-6010-4d67-bc0b-98d1e91929e7,leases
01eaf7d8-a1a3-423e-a75c-81564dab4379,networking
1a4c6193-04e2-4527-83ce-dadd4a4faf36,relationship building
6202dd03-94b3-4c60-bc98-6f1889223f5c,flexibility
b2384559-83ce-4a05-9dde-89aa96800c05,work/life balance
166dd785-6c8e-4704-80fc-d2d55a45faef,high income potential
8389d47f-b68a-4eeb-a1d7-55268c23c567,equal opportunity employer
6957030b-55e5-45e4-9f20-987d9ffb643f,bsn
e44e83a0-ce99-428c-a8cb-ea979d446174,medical license
ac406c32-f86b-446e-a5b6-cc62290f7e55,virtual rn
e97b7385-d85d-43ec-8abe-e66f3c900d8b,nursing support
e089006e-39ac-43c6-9902-618ecd3831c9,diversity
7ee02cea-63b1-4962-afc5-507bfc555562,equity
ba7eb752-e11b-40af-bd3a-14730a825b0a,inclusion
164d07b1-1ba3-4841-a365-b007ef212d7a,hr
8cd49e11-4532-4328-84a4-680d93e05cc5,performance assessments
214a71d3-4176-493d-a118-2a0993542c2e,interviews
f97efb04-4065-476d-ac7e-284f59baf325,recruitment
91e3b8eb-af3c-49d9-b407-18a83d04fea3,employee onboarding
9982cfd3-052e-42c1-bcb2-6fb25b186467,employee relations
46739f7d-f05c-419a-8108-20fafcd55293,employee complaints
30eba83e-bb6a-47ec-8560-4abada3ef5ef,store management
34e582fe-50be-4fb8-b9bb-0abc70267682,kpi management
894ffbbe-7992-4c0d-b23a-5b9aa8ce1e6f,team leadership
9c27cf83-b4e8-482c-bb55-7436a7fd36bd,retail experience
de410a78-abc4-4068-848a-1231c959b3ad,sales growth
64cbe3f0-875a-4e9a-a720-65f379f62366,retail standards
b8a13e04-c5c2-4720-a50a-76ee9444373a,fmcg/big box experience
879ea9bf-c7fe-4504-93fd-43b7421a587d,onthejob training
07e261c6-5735-4d64-b9cc-9c69bbbdd7a5,career progression
2160a510-a07f-4948-9254-5bf6b294bfe1,discount in stores
6583c8fe-05e7-4cbd-8fb9-d70f93f5af3c,regular double discount events
089caad0-c258-4b1c-82e5-2e0623846517,paid time off
81cbf93c-676a-44eb-800d-31c02851512c,pension scheme
f86b861b-835a-44f8-a8b6-6a957c0502fa,diverse and inclusive environment
7e623b9b-ec68-4c05-affa-359410f437cd,autocad
a8d44865-bd5d-4f8c-b3cb-55af003081ff,ms project
906df0bc-62ed-414d-8eb8-1221fef44d71,building code compliance
ff5bd30e-6c7d-4da5-8cb9-6131bf0eb727,construction methods
3f10a96c-486f-4075-89c4-abf583a2b532,sustainability design concepts
bfeb2e6e-2192-4c97-9d5e-04f13b0f19ad,barrierfree access
05a9219e-b2b9-49fd-b4da-d638feb872d1,environmental risks
e2745ed4-3f69-4129-a880-add9d36e98c4,engineering
ff821fad-ce00-42c4-a937-e41fcc611412,project management
2508388a-c6f5-4f76-8aef-9f752f4a5422,construction management
2f74e369-6325-4f46-b551-44a5a5526c74,medical gases
58d4b5db-3ad1-4010-8360-59b5c7fcfa57,plumbing
628edd24-db29-4811-81cf-32ae4133681c,steam
6ddcbb7e-60b1-4a39-a5d5-7d3aaebc4d90,hvac
fd92bc4a-0aac-4602-92ff-47a41b185799,building controls
a5ac0592-d0d0-4d6c-90da-a27e03e0742d,fire suppression
dcf4f524-598f-4860-9a97-eaad3ae48d2e,power distribution
e8af8f29-d7a6-4e6c-a250-be0d4f6ccc0d,nurse call
7caa8336-2533-493e-acd1-4574313743f5,access controls
001d383d-047b-4ae5-9eb8-0e981c952f86,building envelope systems
d636c1fa-dc47-47e7-8116-0cc4c4b54001,roofing
d3751f82-1c9f-40b3-8895-f40a91968d30,glazing
0c4d3f1f-8a79-494a-b1af-d307857765cc,door systems
b46ad477-276b-494a-ae37-9fb19f2092a8,business management
17cf6842-69c3-404a-9592-1325230003cb,business ethics
5ce578a0-eee2-4d0f-b08e-ad415898751d,planning
33f0faee-3747-4556-999a-5d1ef2302b07,organizing
daa55163-479c-44e1-8e02-a44243434aa1,forecasting
a94d8aff-797c-44ed-b0a2-08183efafb7e,fbi special agent
606c189e-131d-4bc6-8252-ab8fdfe57c63,law
8bb5f12e-add2-4539-b59b-4927aff7b07a,legal
dd2ab345-089b-4c84-9549-308327c71d62,criminal investigation
52099a35-dd08-4245-b2ad-f74c342d1f0d,law enforcement
43277e11-10d9-4e53-81e7-c1e2eb8ad014,intelligence
8963583b-7adb-42b1-a692-9fcfca64a2e4,investigations
9372e5ea-3e7f-4a5a-91a4-6a4fa9193baf,policies
2810d2f5-7733-4a55-baf3-ad78532c5a98,national security
af6281ca-fd57-4d22-976b-3a6365421d8c,personnel
4baefb5d-31a1-42a4-9acd-6acf3b45c754,litigation
1a4b2bd2-6fe4-4afa-ace5-20b6b547620f,support
94676fe5-9ef7-455c-9964-e405652f9361,administrative
7bc3f74a-b42b-4707-82ae-4626d8795c6e,contract law
20ea2955-5ee4-4ead-ae1d-d8d8cd0ddb34,information law
abec4a50-c7e2-4807-ac24-9b3814db686c,legal instruction
5da47070-f9fa-4a0e-8610-4e7ebbfa1d2c,counterterrorism
a87223de-f8e8-465c-9d4d-d722ff114955,counterintelligence
88d2fe7e-0b72-4f23-adc7-1e4cf9d006f4,cyber matters
ba8205c8-1003-4e7f-909d-362e26be24c6,foreign intelligence
0f3e1a58-d657-4409-843d-46c03be604a8,top secret sensitive compartmented information (sci) clearance
1f83bc5b-d45a-4ac4-85af-e3189847dec6,physical fitness
360dbee5-9cbb-48a7-b80e-b3caa3bbe759,medical exam
e78dcf88-2a50-47a9-9518-df0d010cda36,fbi academy training
f531c0d1-5774-4420-bd13-18cc5c293375,field office assignment
30b0efe7-4512-4d3c-ae53-24de8fc3e6a0,temporary duty assignments
fbc697ad-8512-4ebe-a1fe-10dbb137f8e0,u.s. citizenship
b6b032bd-4097-4a8b-aea0-9c49ffe54e84,2337 years old
83cb4f1b-b01c-4d55-a99a-5bce907a5949,two years professional work experience
ef88841d-6eb2-417b-b007-b066a6636683,bachelor's degree or jd degree
fcd234f6-c2a5-48b4-a885-a163001162c6,college transcripts
95ad3af2-2a32-4b3f-b076-13352ae19ab3,management skills
68355b30-7ded-40fc-813f-c0694d433bf9,clinical research
569d213f-1d73-4e8d-a63f-b54e7ff49d49,clinical research staff
e72d184d-6ce6-4ac0-98ca-8e89b45d0283,collaborative approach
5a83d617-f384-4daa-a116-56995eee35f7,performance goals
f3904981-847f-4596-b755-8a659b185d79,competitive salary
c202cafa-a942-4b42-acfa-a3582a114f07,annual bonuses
5054e1df-0bcf-4412-b55f-506aa0e27bf7,healthrelated benefits
982ef156-5043-4183-9a08-8cc816f70a2d,retirement plans
779c0c26-c157-444c-a87a-fbc55ebc6577,life assurance
5c8d842b-8abe-4342-9d07-47d1e8a0d9b5,leadership
f0573e1a-7b48-4b6a-9408-48ca2b3b11e6,behavioral health
65135d2c-51c7-4721-ad68-62857ee0544e,inpatient
65ace7aa-b9dd-4449-b10a-b129cea4d31f,eating disorders
0d180e3d-663a-4deb-b9a5-27b7e75f86d7,licensure
f52686e8-376b-4375-8beb-6d6f38ac72f2,master's of science in nursing
d5e16ebe-4657-4347-976e-8e2cea0b52c1,control systems integration
39915cfa-5320-4b41-8242-7884ae4f708a,plc programming
4dccc7e0-5b25-4b94-b6aa-bba32c0a69a6,hmi programming
0ca1f33d-9541-4e73-bc68-42ea08449da7,operator interface terminal programming
fe2aed44-98cd-4b01-8498-ad2367e641c7,control system software installation
f15bb9b6-3bd7-4038-8516-79e447c604b2,lead programming
d0800a79-d22c-4dc4-9ae1-744810f683a3,automation staff supervision
4ac1469f-60ae-4a54-9193-5d5a4dcce5bd,mentorship
2a863c38-e202-4ac3-bcae-608cac4a5b34,system startup
beea0d56-04bf-45d4-8257-58f1d0869f6c,client relationship development
5f0d4502-1fc6-4f59-816f-82d9a556dca4,selection and specification of plcs and hmis
f4cb5d8b-e169-4709-b04e-f84810b779b7,instrumentation
14565d5e-0198-4f16-a3aa-53e61e45d475,schematic development
356ec6d1-316c-4f0f-820f-b2d2c4e3fb46,wiring diagrams
8ecea30a-3204-48ac-bcd4-d130ec898281,windows operating systems
ecc01b85-9304-41f2-ab5f-bca486f95e2c,ethernet networking
997e1f7b-ff8b-42e9-829a-efcfe80f49c6,scada systems
c2c21722-fe8b-45a2-9137-5a293f919773,strong communication skills
4933035b-a39f-4032-8ad5-ce839b95af4c,teamwork
922223d6-46e6-42e1-be8f-9aa302aea3a2,attention to detail
9a99e38e-3de5-4cdc-aa7b-68693e40eda9,engineering degree
d4dcc0ce-1fc5-44dc-8629-32d1f2a605bc,vocational degree
4b66ee6c-fdc0-44f9-a818-513f6cbdeadd,technical or trade school certification
78077178-17c9-457d-8cb2-071b742e6069,3+ years of control system integration experience
d9d3d541-e02f-4d98-9051-9f08912dd01b,passion for mentoring
4ad22853-4c62-4cab-8e63-496143c9cad2,handson technical and troubleshooting skills
2cb75016-2c63-4717-a01a-1370979e9493,familiarity with windows operating systems
2905e23e-4e72-44ee-a7af-7a7c93943722,ability to lead others
8bfb07cf-3142-4d13-a11f-15c8aac02723,cashier
4deaae69-acba-47a9-b940-f19036092b11,stocker
e4260230-6593-4f6d-8e62-6c3297c03574,lead capacity
dc946b0e-8e58-46de-aa29-7f99cb1d4c1d,planograms
0d24c819-f6bf-486d-a88a-4f641025f19a,unloading trucks
a1698551-f14f-4109-8e7b-40f0213fe207,receiving
a3e22722-4746-4277-bdd7-9a2a1f1a68fc,opening cartons
37f1d148-e786-47fe-8ff3-43d60586e8fa,unpacking cartons and totes
7d0e0bd2-5e0f-4daa-84c4-5d62e6eeebdd,stocking merchandise
9e7a7b0c-4582-47dd-9e49-f2443685063e,rotating merchandise
901a0c6e-47f3-4ad2-98ed-cc4581447050,facing merchandise
4862b032-ec1b-4198-9d29-2019baec2e37,building merchandise displays
a2ab13e2-482c-4c20-bb37-531d7ba1eedc,restock merchandise
24bde0b4-59bd-495b-b3e1-8a2c817d1725,order zones
2881bb68-88ce-4f4d-95d3-66fb29b57fcc,drop shipment categories
f74e75c7-7715-43d0-9f77-b9af0cc8fa6f,planogram implementation
4f670b95-bf9f-4492-a649-92afad2a8910,planogram maintenance
2cf7ffec-840b-400c-a23e-c43528ec53f1,customer assistance
f547496e-010f-474a-afbc-6e5f9502ce07,bailing cardboard
7fab1a31-2d43-4bb4-b49a-db9a9d8e2962,taking out trash
39b2c488-8591-4887-9c98-2efa58479f66,dusting and mopping store floors
4ce39608-d45d-492f-a630-197eaaccd3aa,cleaning restroom
3c180198-c6a9-4190-9241-f81ae0087a3b,cleaning stockroom
b4c80cd2-2218-4ab4-ab4a-d366ded9ab80,greeting customers
f21d7cb2-dddb-48b8-b7b0-d4887c6dbd14,register countertop maintenance
35a25229-e120-4354-9519-0e97b63ce888,register countertop planograms
51824b08-ea16-44b2-a135-cc0e340f1fd2,cash register operation
18282d24-98eb-44d2-8c87-d9d88d91edbd,flatbed scanner operation
8a8836f3-678d-493d-940a-3b69efd70c48,itemizing purchases
7ae1a7d2-0af8-48ca-b5a1-e31d59b0d002,totaling purchases
5cfc19fc-7b8f-4666-8b29-bb1f299ed0c6,bagging merchandise
3fa5e4c1-22cc-4fb7-80d8-3c2920663fbe,collecting payment
4d84c71d-0107-4f65-b3d9-e1d20eac9ad3,making change
26488fdb-35ed-4be9-99a9-ce682a3a9826,cleaning front end of store
578bd972-3ee5-46b4-8d64-470fb96708da,setting up sidewalk displays
0d90cdcf-b65d-4bc5-94ef-a9e3aee7fc8a,maintaining a clean and organized store
4184ddc3-3027-472e-93ab-4aabbe82166d,facilitating a safe and secure working environment
778b13ff-4fa4-4c19-b8c3-ea58d1e35de9,facilitating a safe and secure shopping environment
09a40762-b6c1-41f8-b041-9e62702d9e03,providing superior customer service leadership
004b4e24-ab5e-475e-939b-44e6f6f998e0,following company policies
beb2dd1c-8b50-44e3-b153-ce5dca3e8eab,following company procedures
456e3140-719e-4f1d-a065-5fd4b140504f,standard operating procedures manual
a8311f95-be17-4e28-93c1-a5ff4382da63,employee handbook
ccd351b4-d238-48d6-82b1-5d86e45112b2,company communications
424c798c-f3ac-46f1-b89b-34dc2e1ca8e0,opening and closing the store
7470b6f9-263f-4690-bf95-b00a41463c46,authorizing refunds
f3b4d13d-e91f-4806-873c-9a119c794a74,signing for refunds
5dee76d4-999b-4654-ad5b-f6e33a5a14a8,authorizing overrides
71732469-578f-42d5-8387-8e90d67f5c1c,signing for overrides
ff9d8e74-2a6e-4732-87e3-ed4b78aa108e,counting register
4e71ced9-21ff-4dd3-85e5-07d165aa1adf,making bank deposits
0bf4fef1-0fd2-4784-98bd-90efe96ab863,maintaining strict cashier accountability
0508642a-2405-4a87-bfeb-aeb2f668d77a,maintaining key control
4f3fa859-ec60-479b-8140-088807461e5a,adhering to company security practices
82f33b5a-0a58-4a26-8d54-b126816d8f00,adhering to cash control procedures
5cfde0e6-52e0-4d3f-a1f6-76a340dd1513,monitoring cash levels
4be52264-3ea3-4378-ae20-40d812279e46,making appropriate drawer pulls
3d6efed3-7df9-41b2-bba9-ec1ccc110054,monitoring cameras
c6cf8ef8-d909-4573-a21e-a72c79e03048,completing paperwork
e2661028-92e2-4002-88c4-cf2afe681f7c,completing documentation
0249815c-b598-4e03-be93-051e2a10fad5,following guidelines
881a1882-1bc4-4c4a-8f04-15c1640d31cf,meeting deadlines
c8414710-6d4d-4e63-b568-60f05bedc19d,mathematical calculations
6b3c727a-6ae0-4172-b9b9-661a5595a3b1,addition
5d2f2154-3d81-4faa-bc10-75a50060f562,subtraction
6d66382c-7087-4702-81ae-ff9679088acc,multiplication
33a3816c-b83b-4301-9278-dd327680e9d7,division
0e470f56-02fa-4bc1-8559-0fe7627159d8,percentages
33c3f018-ed5d-4edf-9060-3a2f17009fe2,cash handling procedures
00cd9574-e466-44eb-b905-58afb25e9c2c,cashier accountability
79503042-1e00-42c1-931b-0fc13f937343,deposit control
e3c94904-deb3-4539-a5df-9fc43ec08fea,ibm cash register functions
80adacc9-2ca3-4403-8073-fbfae078e774,cash control policies
ab201d72-2eeb-4273-9f75-dc8cdd386709,facility control policies
648b4f7a-0677-4aa1-bb87-c38cb0e65639,safety control policies
90cb9764-ef23-4a73-80ca-d362709ae639,safety practices
45d297f9-c053-4433-b6a8-e1d0010d96d6,planogram guidance
3fbee07c-aae5-4861-969c-b29c15d8759b,merchandise presentation guidance
1fa69328-ce96-4b3e-8639-066253b6ed64,high school diploma
ba7d6b28-1d58-4c78-b5cd-955a53f600eb,supervisory experience
e610c1a2-38e1-4fc4-adc1-06524a89669a,related experience
3b03a697-b163-4599-ac7a-ba2f8f006488,related training
34506ef1-46f7-4f11-ae41-97bf325cba52,financial planning
6ec2e03d-2e9f-4fdb-991b-b9cb6f78ac51,financial services
71b2d84f-c46d-48d3-8c13-2e685d93c330,wealth management
b229e6cc-c09b-4c68-8c32-3e2f23217ca7,business development
df178669-d6b5-415d-a287-a072ccfbd469,banking
095d33d9-cb28-4583-83dd-2a0186966a2f,marketing
83855120-b8b8-4c75-a2a5-e6d339560012,management
b2009370-944f-4ed7-bcdc-241794be8af3,athletics
95ba3536-dda9-402d-9c5c-1da209e8c7b7,military
21869140-c9b4-4e3b-9d49-7795bcff93a9,entrepreneurship
37b844ee-6408-4959-a31c-de4caa0dcf39,selfstarter
edc2c1e9-e72b-4362-ba03-80e457b45e4f,microsoft office suite
b0dc7a1c-0a75-4ea3-8c31-223e5de5df94,uml
9060af03-a57b-40ef-833a-92466c110359,flow charting software
9d252bcd-e604-43bd-94c6-23f25b331cb1,change control/defect tracking software
f6a014a6-a5a7-47dd-90f0-af6efc808872,project management methodologies
eec807ae-3c34-4e74-86e6-5b457024dc67,design tools
425b38ce-c700-4bf6-8835-08c847ab867a,bachelor's degree in computer science
eeaf6598-05af-4ee7-98ec-49f1544ef2f0,understanding of soa (service oriented architecture)
1b40baa1-3230-46e3-a524-ef61620d2809,asp.net
d9c99cec-6aae-470a-b59e-7da6ecb1bb6a,sql
4694375e-018e-4c4b-8e8f-fe3f36fe7d50,xml
06b14b45-bd7a-41c0-ba8f-4ea81fe96b7f,design patterns
43dc31bd-f35f-4615-a943-69128fed0ff7,researching
0ec3ea73-c9bd-4bb4-aaff-78e0f4cf9186,recommending software and systems solutions
3c9df53c-cd40-439f-89d3-76616489030d,skilled in organizing information
edf614cc-a944-48cf-b9d6-33faadbc544f,partnership/corporate tax experience
0667d0eb-c052-40d6-9ce0-fad33a8f831b,reviewing meeting notes
c7a05f57-7875-4c27-9e40-5f74fc015b94,specifications
c509ddf2-8b20-4088-962e-7761d0459143,interviewing clients architects and developers
859d9098-4de9-4bc1-b858-073f6bdbb4f2,employee selection
aca18330-f19e-4c3c-8ee3-635e2e9e8491,policies and procedures
e6cf9bd2-0df5-4b54-bf99-683f416cb563,training
151a9f4d-c9f0-4c43-bda3-35eaa831de6e,performance management
c8852866-dd0c-429f-af3c-2fb38e4012d7,microsoft office
3b44c6e8-db21-42c6-b4c2-14f585bd8f82,sap
1a79c9fb-41d9-4b70-a04f-d07df397556e,adp
d4133013-d67c-443a-a8ce-8ec2b94c91de,time and attendance systems
19e28bba-1c96-4fa4-bd84-785e2401ae5f,phr/sphr
c15a174c-4131-482a-ab68-6e8cfe1d30b0,labor laws
15c2733c-fca9-4e0f-b640-dbdbe327c297,regulations
25a83fcc-789a-4f8d-b816-ea5c90b8e5b5,conflict resolution
d769bf0c-3863-49d4-bbff-6378de111344,communication skills
ace56139-a34d-40e9-b167-9a71cb86f5f5,problemsolving skills
48fcedf9-c3f3-492a-b8cd-7ed74ef77d3c,teamwork skills
48587361-d8ca-4d84-ac62-66d2299d82e5,leadership skills
e8be9a70-3df7-40f8-9f91-a93709283026,adaptability
626223d9-5906-48b2-bcb0-b7d0493f740b,initiative
9fb13b0b-4edd-4222-993c-bedfee578cf2,motivation
e364a143-0638-41e7-90b5-bc80c8ce25a3,commitment
38fdc6f7-1bdd-408c-9866-89f2dcc847b3,integrity
d473e6cb-62eb-4ab2-aaae-4e675fea1e08,confidentiality
2a708713-8ca5-4a63-a08d-c3c6034b2393,horticulture
9773723b-2074-44a1-aadc-8f4b2ea4fcb3,manual driver's license
db31e9c3-0748-4212-9c36-3ea4590751de,safe work practices
71ea6bce-318a-4910-9d69-8249e656dae4,performance reviews
7942ee1f-35bb-4809-b8d1-223c265ade3b,staff training
78c2ffe9-7af6-42a8-a253-9bc3c0efb9cc,toolbox meetings
918072c3-6940-4ee5-922a-db441238d60c,certificate iii in horticulture
5ddfb464-0baf-4133-85e0-7ee6031d516e,pharmscreens
2c1994f8-4899-4b00-b8ac-e61bd9a333b7,pbm express
43ba8a61-4df3-4d0f-8eeb-c779c422d17e,benefit compare tool
982278cd-b994-4170-97f0-1069190b4b89,user acceptance testing
590c3c4a-ec50-428d-8364-dbdbaffa2851,benefit configuration
49edb5ae-e4e8-4dbe-927c-682281cd5ba4,adjudication
46446a5c-c7ba-460d-b1d4-737098d463f7,process improvement
9a11d240-34ad-4bf6-92a1-993aa703ffa4,health administration
b099c95b-d80b-4e9c-a739-8ef6d74266fb,medicare part d
e8c3bf4f-3a40-4149-82c9-6b5ebd401111,custodial maintenance
062e3ce6-4467-4efe-8dec-ef64d04410f7,general cleaning
1265ec32-67e6-49e8-b497-30b903e3d47c,deep cleaning
c7a74fb0-6632-4f61-87eb-ae494175b6af,glass and mirror cleaning
5cdddee5-a754-48bc-8a9d-260288342a25,floor work (carpet tile vct)
0039857c-8c46-45f5-8a76-d03cb6e000d1,third party supplier management
bb2c9a7d-14b8-4570-8687-51dae5fc0156,service provider management
6809b05f-14c3-4fef-ae6a-07d33dfda518,problem isolation
a4cb5901-72b6-423d-9b7e-29ae2400b991,contractor meetings
e637cb95-cbf9-47d1-b651-9936d430509b,bid collection
188e2a58-53aa-49e4-8678-646d402f2586,custodial team supervision
40fcb641-8b49-4713-bf73-d7fb4486991f,project status tracking
686badb7-99f2-4ef2-ad54-5be6dc247dc3,trend analysis data provision
51887d3f-53a1-4b61-b993-cf587835c3ab,time tracking
8710a36f-1f89-44af-a769-3ea89bef3c6b,mileage tracking
523b7c72-4fc9-4cc7-a8c2-9b32f07f3016,material tracking
80310262-4955-45e5-9f1d-e46f17b469cb,tool tracking
c0e40d51-2033-4004-87bf-4f0e7b9190eb,special project oversight
464787a2-8374-4540-b36b-8df9c183cf26,custodial issue troubleshooting
5dded34e-e083-41b8-bcb2-a6379b1b32f7,estimate creation
6d9aa3bd-8951-43c9-95d6-679fc2c94b97,schedule creation
90cdc15d-6ba3-4e24-8420-25b8ca454c55,timeline creation
aad6d304-0753-4f1e-9ed8-8da6db7efee6,project deliverables
157240a5-754b-4820-8900-b93b7e702615,travel within and outside of state
faa43eaf-e8a6-47ab-b1c3-2f1b545a3702,training participation
efa4c7de-de0b-4d15-8a3e-683b1f3e0bf0,current development review
b0de4f7a-8f50-4a7e-8487-54b16e2981f5,literature review
e73e92ab-8832-4201-b026-a918f11c66b7,technical source review
72ab3894-05b0-4445-b67e-51f22715727d,osha compliance
498c96b1-8047-4234-ac66-2d7d0d02a948,msds compliance
efe8ab9e-761a-4fee-931d-4964be7a3212,safety procedures
54b0ef97-a659-4762-b358-994216b5ef3a,handheld radio usage
23ab3cda-2e2c-4331-bcc8-45a76e75fcd0,microsoft office software
